"tripduration","starttime","stoptime","start station id","start station name","start station latitude","start station longitude","end station id","end station name","end station latitude","end station longitude","bikeid","name_localizedValue0","usertype","birth year","gender"
801,"2018-01-01 01:01:31","2018-01-01 01:14:53",2003,"1 Ave & E 18 St",40.733812191966315,-73.98054420948029,446,"W 24 St & 7 Ave",40.74487634,-73.99529885,17095,"Annual Membership","Subscriber",2000,0
110,"2018-01-01 01:01:46","2018-01-01 01:03:37",2012,"E 27 St & 1 Ave",40.739445,-73.976806,545,"E 23 St & 1 Ave",40.736502,-73.97809472,26065,"Annual Membership","Subscriber",1989,1
672,"2018-01-01 01:02:26","2018-01-01 01:13:38",479,"9 Ave & W 45 St",40.76019252,-73.9912551,490,"8 Ave & W 33 St",40.751551,-73.993934,29801,"Join Citi Bike for $14.95/month","Subscriber",1991,1
508,"2018-01-01 01:02:38","2018-01-01 01:11:06",499,"Broadway & W 60 St",40.76915505,-73.98191841,3142,"1 Ave & E 62 St",40.7612274,-73.96094022,14974,"Annual Membership","Subscriber",1967,1
2285,"2018-01-01 01:02:42","2018-01-01 01:40:47",3137,"5 Ave & E 73 St",40.77282817,-73.96685276,394,"E 9 St & Avenue C",40.72521311,-73.97768752,29995,"Annual Membership","Subscriber",1963,1
618,"2018-01-01 01:03:15","2018-01-01 01:13:33",446,"W 24 St & 7 Ave",40.74487634,-73.99529885,515,"W 43 St & 10 Ave",40.76009437,-73.99461843,17373,"Annual Membership from Citi Bike App","Subscriber",1982,1
858,"2018-01-01 01:03:23","2018-01-01 01:17:41",3158,"W 63 St & Broadway",40.77163851,-73.98261428,484,"W 44 St & 5 Ave",40.75500254,-73.98014437,32487,"Annual Membership","Subscriber",1984,1
212,"2018-01-01 01:03:28","2018-01-01 01:07:00",504,"1 Ave & E 16 St",40.73221853,-73.98165557,432,"E 7 St & Avenue A",40.72621788,-73.98379855,31827,"Annual Membership","Subscriber",1985,1
592,"2018-01-01 01:03:57","2018-01-01 01:13:50",479,"9 Ave & W 45 St",40.76019252,-73.9912551,490,"8 Ave & W 33 St",40.751551,-73.993934,21509,"Join Citi Bike for $14.95/month","Subscriber",1985,1
474,"2018-01-01 01:04:57","2018-01-01 01:12:51",3394,"Columbia St & W 9 St",40.6769993,-74.00647134,3384,"Smith St & 3 St",40.6787242,-73.99599099,15738,"Join Citi Bike for $14.95/month","Subscriber",1984,1
1006,"2018-01-01 01:05:41","2018-01-01 01:22:28",347,"Greenwich St & W Houston St",40.728846,-74.008591,411,"E 6 St & Avenue D",40.72228087,-73.97668709,32080,"Annual Membership","Subscriber",1961,1
2246,"2018-01-01 01:05:58","2018-01-01 01:43:25",3389,"Carroll St & Columbia St",40.6830456,-74.00348559,3057,"Kosciuszko St & Tompkins Ave",40.69128258,-73.9452416,31421,"Motivate Employee","Subscriber",1989,1
166,"2018-01-01 01:06:17","2018-01-01 01:09:04",350,"Clinton St & Grand St",40.71559509,-73.9870295,502,"Henry St & Grand St",40.714215,-73.981346,30452,"Annual Membership","Subscriber",1970,1
330,"2018-01-01 01:06:32","2018-01-01 01:12:03",473,"Rivington St & Chrystie St",40.72110063,-73.9919254,3263,"Cooper Square & Astor Pl",40.72951496224949,-73.99075269699097,25680,"$25 Off Annual Membership","Subscriber",1994,1
1181,"2018-01-01 01:06:52","2018-01-01 01:26:34",3137,"5 Ave & E 73 St",40.77282817,-73.96685276,3328,"W 100 St & Manhattan Ave",40.795,-73.9645,17167,"Annual Membership","Subscriber",1967,1
367,"2018-01-01 01:06:59","2018-01-01 01:13:07",485,"W 37 St & 5 Ave",40.75038009,-73.98338988,527,"E 33 St & 2 Ave",40.744023,-73.976056,20165,"Annual Membership","Subscriber",1967,1
478,"2018-01-01 01:07:10","2018-01-01 01:15:08",3643,"E 41 St & 5 Ave",40.75272201381188,-73.98123621940613,527,"E 33 St & 2 Ave",40.744023,-73.976056,32361,"Join Citi Bike for $14.95/month","Subscriber",1989,1
360,"2018-01-01 01:07:12","2018-01-01 01:13:12",485,"W 37 St & 5 Ave",40.75038009,-73.98338988,527,"E 33 St & 2 Ave",40.744023,-73.976056,19257,"Annual Membership","Subscriber",1968,2
374,"2018-01-01 01:07:18","2018-01-01 01:13:33",285,"Broadway & E 14 St",40.73454567,-73.99074142,236,"St Marks Pl & 2 Ave",40.7284186,-73.98713956,33385,"$25 Off Annual Membership","Subscriber",1979,2
1094,"2018-01-01 01:07:53","2018-01-01 01:26:08",380,"W 4 St & 7 Ave S",40.73401143,-74.00293877,536,"1 Ave & E 30 St",40.74144387,-73.97536082,33183,"Annual Membership","Subscriber",1989,1
1062,"2018-01-01 01:08:10","2018-01-01 01:25:53",3139,"E 72 St & Park Ave",40.77118287540658,-73.96409422159195,3305,"E 91 St & 2 Ave",40.78112229934166,-73.94965589046478,14647,"3 Day","Customer",NULL,0
2078,"2018-01-01 01:08:23","2018-01-01 01:43:02",460,"S 4 St & Wythe Ave",40.71285887,-73.96590294,3619,"Newtown Ave & 23 St",40.7713615,-73.9246145,28396,"24 Hour","Customer",NULL,0
675,"2018-01-01 01:08:46","2018-01-01 01:20:02",443,"Bedford Ave & S 9 St",40.70853074,-73.96408963,3056,"Kosciuszko St & Nostrand Ave",40.69072549,-73.95133465,28075,"Annual Membership","Subscriber",1993,1
1017,"2018-01-01 01:08:50","2018-01-01 01:25:48",3139,"E 72 St & Park Ave",40.77118287540658,-73.96409422159195,3305,"E 91 St & 2 Ave",40.78112229934166,-73.94965589046478,19778,"$25 Off Annual Membership","Subscriber",1989,1
521,"2018-01-01 01:09:18","2018-01-01 01:17:59",380,"W 4 St & 7 Ave S",40.73401143,-74.00293877,3263,"Cooper Square & Astor Pl",40.72951496224949,-73.99075269699097,18452,"Annual Membership","Subscriber",1973,2
329,"2018-01-01 01:09:34","2018-01-01 01:15:03",447,"8 Ave & W 52 St",40.76370739,-73.9851615,479,"9 Ave & W 45 St",40.76019252,-73.9912551,31671,"Annual Membership","Subscriber",1993,1
279,"2018-01-01 01:09:38","2018-01-01 01:14:18",407,"Henry St & Poplar St",40.700469,-73.991454,157,"Henry St & Atlantic Ave",40.69089272,-73.99612349,25789,"Annual Membership","Subscriber",1976,1
1325,"2018-01-01 01:09:41","2018-01-01 01:31:47",509,"9 Ave & W 22 St",40.7454973,-74.00197139,150,"E 2 St & Avenue C",40.7208736,-73.98085795,15963,"Join Citi Bike for $14.95/month","Subscriber",1959,1
181,"2018-01-01 01:09:50","2018-01-01 01:12:51",303,"Mercer St & Spring St",40.72362738,-73.99949601,3427,"Lafayette St & Jersey St",40.72430527250332,-73.99600982666016,25478,"Annual Membership","Subscriber",1983,1
188,"2018-01-01 01:09:54","2018-01-01 01:13:02",3518,"Lenox Ave & W 126 St",40.808442,-73.9452087,3533,"St. Nicholas Ave & W 126 St",40.8114323,-73.9518776,33152,"$25 Off Annual Membership","Subscriber",1989,1
96,"2018-01-01 01:10:06","2018-01-01 01:11:42",236,"St Marks Pl & 2 Ave",40.7284186,-73.98713956,432,"E 7 St & Avenue A",40.72621788,-73.98379855,21294,"Annual Membership","Subscriber",1985,1
403,"2018-01-01 01:10:08","2018-01-01 01:16:52",3304,"6 Ave & 9 St",40.668127,-73.98377641,3306,"10 St & 7 Ave",40.6662078,-73.98199886,14710,"Annual Membership","Subscriber",1965,1
400,"2018-01-01 01:10:09","2018-01-01 01:16:49",3304,"6 Ave & 9 St",40.668127,-73.98377641,3306,"10 St & 7 Ave",40.6662078,-73.98199886,19798,"Annual Membership","Subscriber",1963,2
532,"2018-01-01 01:10:37","2018-01-01 01:19:29",3108,"Nassau Ave & Russell St",40.72557,-73.94434,3115,"India St & Manhattan Ave",40.73232194,-73.9550858,31150,"Annual Membership","Subscriber",1982,1
237,"2018-01-01 01:10:44","2018-01-01 01:14:42",401,"Allen St & Rivington St",40.72019576,-73.98997825,236,"St Marks Pl & 2 Ave",40.7284186,-73.98713956,32661,"Annual Membership","Subscriber",1982,1
1635,"2018-01-01 01:10:57","2018-01-01 01:38:12",3137,"5 Ave & E 73 St",40.77282817,-73.96685276,3400,"E 110 St & Madison Ave",40.7961535,-73.94782145,15048,"Annual Membership","Subscriber",1986,2
797,"2018-01-01 01:11:01","2018-01-01 01:24:18",380,"W 4 St & 7 Ave S",40.73401143,-74.00293877,237,"E 11 St & 2 Ave",40.73047309,-73.98672378,30834,"Annual Membership","Subscriber",1961,1
459,"2018-01-01 01:11:08","2018-01-01 01:18:48",3572,"34 Ave & 38 St",40.756913,-73.921631,3616,"Steinway St & 28 Ave",40.7656251,-73.9136695,18571,"Join Citi Bike for $14.95/month","Subscriber",1992,2
325,"2018-01-01 01:11:45","2018-01-01 01:17:11",3165,"Central Park West & W 72 St",40.77579376683666,-73.9762057363987,3168,"Central Park West & W 85 St",40.78472675,-73.96961715,30535,"Annual Membership","Subscriber",1969,1
1176,"2018-01-01 01:11:58","2018-01-01 01:31:35",127,"Barrow St & Hudson St",40.73172428,-74.00674436,382,"University Pl & E 14 St",40.73492695,-73.99200509,25514,"Annual Membership","Subscriber",1979,2
1250,"2018-01-01 01:12:06","2018-01-01 01:32:57",389,"Broadway & Berry St",40.71044554,-73.96525063,390,"Duffield St & Willoughby St",40.69221589,-73.9842844,31492,"Annual Membership from Citi Bike App","Subscriber",1988,1
432,"2018-01-01 01:12:19","2018-01-01 01:19:32",3041,"Kingston Ave & Herkimer St",40.67890679,-73.94142771,396,"Lefferts Pl & Franklin Ave",40.680342423,-73.9557689392,21027,"Annual Membership","Subscriber",1985,1
1824,"2018-01-01 01:12:26","2018-01-01 01:42:50",127,"Barrow St & Hudson St",40.73172428,-74.00674436,530,"11 Ave & W 59 St",40.771522,-73.990541,30370,"Annual Membership","Subscriber",1969,1
137,"2018-01-01 01:13:09","2018-01-01 01:15:26",152,"Warren St & Church St",40.71473993,-74.00910627,320,"Leonard St & Church St",40.717571,-74.005549,26390,"Annual Membership","Subscriber",1994,1
157,"2018-01-01 01:13:14","2018-01-01 01:15:51",3224,"W 13 St & Hudson St",40.73997354103409,-74.00513872504234,346,"Bank St & Hudson St",40.73652889,-74.00618026,31008,"Annual Membership","Subscriber",1971,1
169,"2018-01-01 01:13:24","2018-01-01 01:16:14",3317,"10 St & 5 Ave",40.6686273,-73.98700053,3403,"4 Ave & 9 St",40.6705135,-73.98876585,16407,"Annual Membership","Subscriber",1981,1
713,"2018-01-01 01:13:44","2018-01-01 01:25:37",402,"Broadway & E 22 St",40.7403432,-73.98955109,3258,"W 27 St & 10 Ave",40.75018156325683,-74.00218427181244,33199,"Annual Membership","Subscriber",1964,1
1148,"2018-01-01 01:13:44","2018-01-01 01:32:53",432,"E 7 St & Avenue A",40.72621788,-73.98379855,3223,"E 55 St & 3 Ave",40.758996559605116,-73.96865397691727,21294,"Annual Membership","Subscriber",1991,1
105,"2018-01-01 01:14:34","2018-01-01 01:16:19",236,"St Marks Pl & 2 Ave",40.7284186,-73.98713956,326,"E 11 St & 1 Ave",40.72953837,-73.98426726,32918,"Annual Membership","Subscriber",1985,1
203,"2018-01-01 01:15:07","2018-01-01 01:18:30",3427,"Lafayette St & Jersey St",40.72430527250332,-73.99600982666016,293,"Lafayette St & E 8 St",40.73020660529954,-73.99102628231049,32019,"Annual Membership","Subscriber",1983,1
927,"2018-01-01 01:15:19","2018-01-01 01:30:46",274,"Lafayette Ave & Fort Greene Pl",40.68691865,-73.976682,3413,"Wyckoff St & 3 Ave",40.6827549,-73.98258555,20969,"$25 Off Annual Membership","Subscriber",NULL,0
373,"2018-01-01 01:15:40","2018-01-01 01:21:53",284,"Greenwich Ave & 8 Ave",40.7390169121,-74.0026376103,3255,"8 Ave & W 31 St",40.7505853470215,-73.9946848154068,32073,"Join Citi Bike for $14.95/month","Subscriber",1974,1
432,"2018-01-01 01:16:07","2018-01-01 01:23:19",499,"Broadway & W 60 St",40.76915505,-73.98191841,530,"11 Ave & W 59 St",40.771522,-73.990541,32059,"Annual Membership from Citi Bike App","Subscriber",1990,2
2307,"2018-01-01 01:16:34","2018-01-01 01:55:02",3165,"Central Park West & W 72 St",40.77579376683666,-73.9762057363987,3383,"Cathedral Pkwy & Broadway",40.804213,-73.96699104,26624,"Annual Membership from Citi Bike App","Subscriber",1968,1
708,"2018-01-01 01:16:50","2018-01-01 01:28:38",401,"Allen St & Rivington St",40.72019576,-73.98997825,536,"1 Ave & E 30 St",40.74144387,-73.97536082,26331,"Annual Membership","Subscriber",1976,1
135,"2018-01-01 01:17:24","2018-01-01 01:19:39",432,"E 7 St & Avenue A",40.72621788,-73.98379855,445,"E 10 St & Avenue A",40.72740794,-73.98142006,30433,"Annual Membership","Subscriber",1950,1
88,"2018-01-01 01:18:33","2018-01-01 01:20:01",237,"E 11 St & 2 Ave",40.73047309,-73.98672378,326,"E 11 St & 1 Ave",40.72953837,-73.98426726,31893,"Annual Membership","Subscriber",1985,1
220,"2018-01-01 01:18:45","2018-01-01 01:22:26",504,"1 Ave & E 16 St",40.73221853,-73.98165557,445,"E 10 St & Avenue A",40.72740794,-73.98142006,16260,"Annual Membership","Subscriber",1983,1
306,"2018-01-01 01:19:01","2018-01-01 01:24:07",3318,"2 Ave & E 96 St",40.7839636,-73.9471673,3345,"Madison Ave & E 99 St",40.78948541553215,-73.95242929458618,16236,"Annual Membership from Citi Bike App","Subscriber",1990,1
417,"2018-01-01 01:19:08","2018-01-01 01:26:05",252,"MacDougal St & Washington Sq",40.73226398,-73.99852205,238,"Bank St & Washington St",40.7361967,-74.00859207,19392,"Annual Membership","Subscriber",1970,2
362,"2018-01-01 01:19:39","2018-01-01 01:25:41",513,"W 56 St & 10 Ave",40.768254,-73.988639,508,"W 46 St & 11 Ave",40.76341379,-73.99667444,27093,"Annual Membership","Subscriber",1985,1
132,"2018-01-01 01:20:25","2018-01-01 01:22:38",382,"University Pl & E 14 St",40.73492695,-73.99200509,280,"E 10 St & 5 Ave",40.73331967,-73.99510132,30975,"Annual Membership","Subscriber",1988,2
1216,"2018-01-01 01:20:36","2018-01-01 01:40:52",128,"MacDougal St & Prince St",40.72710258,-74.00297088,450,"W 49 St & 8 Ave",40.76227205,-73.98788205,27497,"Join Citi Bike for $14.95/month","Subscriber",1965,1
433,"2018-01-01 01:20:40","2018-01-01 01:27:54",168,"W 18 St & 6 Ave",40.73971301,-73.99456405,453,"W 22 St & 8 Ave",40.74475148,-73.99915362,26456,"Annual Membership","Subscriber",1987,1
1388,"2018-01-01 01:20:51","2018-01-01 01:44:00",282,"Kent Ave & S 11 St",40.707644944175705,-73.96841526031494,3413,"Wyckoff St & 3 Ave",40.6827549,-73.98258555,26886,"Annual Membership","Subscriber",1986,1
425,"2018-01-01 01:20:53","2018-01-01 01:27:58",168,"W 18 St & 6 Ave",40.73971301,-73.99456405,453,"W 22 St & 8 Ave",40.74475148,-73.99915362,31970,"Annual Membership","Subscriber",1992,2
393,"2018-01-01 01:21:07","2018-01-01 01:27:41",281,"Grand Army Plaza & Central Park S",40.7643971,-73.97371465,385,"E 55 St & 2 Ave",40.75797322,-73.96603308,32995,"Annual Membership","Subscriber",1958,1
275,"2018-01-01 01:21:28","2018-01-01 01:26:03",236,"St Marks Pl & 2 Ave",40.7284186,-73.98713956,394,"E 9 St & Avenue C",40.72521311,-73.97768752,33385,"Annual Membership","Subscriber",1973,1
309,"2018-01-01 01:22:07","2018-01-01 01:27:17",3086,"Graham Ave & Conselyea St",40.715143,-73.944507,3100,"Nassau Ave & Newell St",40.724812564400175,-73.94752621650696,30043,"Annual Membership","Subscriber",1987,1
467,"2018-01-01 01:22:17","2018-01-01 01:30:05",396,"Lefferts Pl & Franklin Ave",40.680342423,-73.9557689392,3584,"Eastern Pkwy & Franklin Ave",40.6707767,-73.9576801,31203,"Annual Membership","Subscriber",1985,1
1666,"2018-01-01 01:22:53","2018-01-01 01:50:40",394,"E 9 St & Avenue C",40.72521311,-73.97768752,3635,"W 36 St & 9 Ave",40.75462324029105,-73.99516761302948,14616,"$25 Off Annual Membership","Subscriber",1969,2
2620,"2018-01-01 01:22:55","2018-01-01 02:06:36",379,"W 31 St & 7 Ave",40.749156,-73.9916,3563,"28 St & 36 Ave",40.757186,-73.932719,31546,"Annual Membership","Subscriber",1973,1
2535,"2018-01-01 01:23:37","2018-01-01 02:05:53",168,"W 18 St & 6 Ave",40.73971301,-73.99456405,467,"Dean St & 4 Ave",40.68312489,-73.97895137,27168,"FREE Bonus Month with Annual Membership","Subscriber",1984,1
282,"2018-01-01 01:23:52","2018-01-01 01:28:34",251,"Mott St & Prince St",40.72317958,-73.99480012,355,"Bayard St & Baxter St",40.71602118,-73.99974372,26563,"Annual Membership from Citi Bike App","Subscriber",1991,1
236,"2018-01-01 01:23:57","2018-01-01 01:27:54",459,"W 20 St & 11 Ave",40.746745,-74.007756,453,"W 22 St & 8 Ave",40.74475148,-73.99915362,16514,"$25 Off Annual Membership","Subscriber",1967,1
172,"2018-01-01 01:23:59","2018-01-01 01:26:51",471,"Grand St & Havemeyer St",40.71286844,-73.95698119,3093,"N 6 St & Bedford Ave",40.71745169,-73.95850939,31263,"Annual Membership","Subscriber",1990,1
174,"2018-01-01 01:24:23","2018-01-01 01:27:18",236,"St Marks Pl & 2 Ave",40.7284186,-73.98713956,293,"Lafayette St & E 8 St",40.73020660529954,-73.99102628231049,18366,"Join Citi Bike for $14.95/month","Subscriber",1987,1
639,"2018-01-01 01:24:31","2018-01-01 01:35:10",281,"Grand Army Plaza & Central Park S",40.7643971,-73.97371465,477,"W 41 St & 8 Ave",40.75640548,-73.9900262,19653,"Annual Membership","Subscriber",1975,1
247,"2018-01-01 01:24:37","2018-01-01 01:28:45",3534,"Frederick Douglass Blvd & W 117 St",40.805159,-73.954692,3510,"Adam Clayton Powell Blvd & W 123 St",40.8078316,-73.949373,25916,"$25 Off Annual Membership","Subscriber",1967,1
518,"2018-01-01 01:24:40","2018-01-01 01:33:18",3425,"2 Ave & E 104 St",40.7892105,-73.94370784,3147,"E 85 St & 3 Ave",40.77801203,-73.95407149,30085,"$25 Off Annual Membership","Subscriber",1986,1
1602,"2018-01-01 01:24:53","2018-01-01 01:51:35",477,"W 41 St & 8 Ave",40.75640548,-73.9900262,3150,"E 85 St & York Ave",40.77536905,-73.94803392,27541,"$25 Off Annual Membership","Subscriber",1982,1
1128,"2018-01-01 01:24:55","2018-01-01 01:43:43",379,"W 31 St & 7 Ave",40.749156,-73.9916,312,"Allen St & Stanton St",40.722055,-73.989111,31076,"Annual Membership","Subscriber",1983,1
649,"2018-01-01 01:25:06","2018-01-01 01:35:56",3364,"Carroll St & 5 Ave",40.6751622,-73.9814832,3388,"President St & Henry St",40.6828003,-73.99990419,32021,"$25 Off Annual Membership","Subscriber",1975,1
272,"2018-01-01 01:25:10","2018-01-01 01:29:43",330,"Reade St & Broadway",40.71450451,-74.00562789,249,"Harrison St & Hudson St",40.71870987,-74.0090009,32556,"Annual Membership","Subscriber",1992,1
355,"2018-01-01 01:25:13","2018-01-01 01:31:09",520,"W 52 St & 5 Ave",40.75992262,-73.97648516,441,"E 52 St & 2 Ave",40.756014,-73.967416,31281,"Annual Membership","Subscriber",1993,1
206,"2018-01-01 01:25:17","2018-01-01 01:28:43",477,"W 41 St & 8 Ave",40.75640548,-73.9900262,3236,"W 42 St & Dyer Ave",40.75898481399634,-73.99379968643188,33336,"Annual Membership","Subscriber",1997,1
193,"2018-01-01 01:25:27","2018-01-01 01:28:40",477,"W 41 St & 8 Ave",40.75640548,-73.9900262,3236,"W 42 St & Dyer Ave",40.75898481399634,-73.99379968643188,31937,"Annual Membership","Subscriber",1968,2
594,"2018-01-01 01:26:20","2018-01-01 01:36:15",362,"Broadway & W 37 St",40.75172632,-73.98753523,537,"Lexington Ave & E 24 St",40.74025878,-73.98409214,21000,"Annual Membership","Subscriber",1950,1
663,"2018-01-01 01:26:28","2018-01-01 01:37:31",362,"Broadway & W 37 St",40.75172632,-73.98753523,507,"E 25 St & 2 Ave",40.73912601,-73.97973776,32111,"Annual Membership","Subscriber",1989,1
243,"2018-01-01 01:26:31","2018-01-01 01:30:34",3088,"Union Ave & Jackson St",40.7160751,-73.952029,3102,"Driggs Ave & Lorimer St",40.72179134,-73.9504154,30639,"Annual Membership","Subscriber",1985,2
244,"2018-01-01 01:26:32","2018-01-01 01:30:36",3088,"Union Ave & Jackson St",40.7160751,-73.952029,3102,"Driggs Ave & Lorimer St",40.72179134,-73.9504154,32862,"CDCU","Subscriber",1984,1
223,"2018-01-01 01:27:15","2018-01-01 01:30:58",3119,"Vernon Blvd & 50 Ave",40.74232744,-73.95411749,3124,"46 Ave & 5 St",40.74731,-73.95451,15139,"Annual Membership","Subscriber",1983,1
752,"2018-01-01 01:27:23","2018-01-01 01:39:55",3529,"Lenox Ave & W 130 St",40.8107922,-73.9430681,3379,"E 103 St & Lexington Ave",40.7903051,-73.94755757,33333,"Join Citi Bike for $14.95/month","Subscriber",1989,1
570,"2018-01-01 01:27:24","2018-01-01 01:36:55",3361,"Carroll St & 6 Ave",40.6740886,-73.9787282,3582,"Lincoln Pl & Classon Ave",40.6721683,-73.9609,17048,"Annual Membership","Subscriber",1992,1
437,"2018-01-01 01:28:15","2018-01-01 01:35:32",195,"Liberty St & Broadway",40.70905623,-74.01043382,330,"Reade St & Broadway",40.71450451,-74.00562789,16485,"Annual Membership","Subscriber",1965,2
115244,"2018-01-01 01:29:04","2018-01-02 09:29:48",517,"Pershing Square South",40.751581,-73.97791,361,"Allen St & Hester St",40.71605866,-73.99190759,16348,"Annual Membership","Subscriber",1957,1
400,"2018-01-01 01:29:36","2018-01-01 01:36:17",335,"Washington Pl & Broadway",40.72903917,-73.99404649,285,"Broadway & E 14 St",40.73454567,-73.99074142,32768,"$25 Off Annual Membership","Subscriber",1987,1
213,"2018-01-01 01:29:58","2018-01-01 01:33:31",3611,"Vernon Blvd & 47 Rd",40.7449067,-73.9534573,3125,"45 Rd & 11 St",40.74708586,-73.94977234,17791,"Annual Membership from Citi Bike App","Subscriber",1976,1
345,"2018-01-01 01:30:24","2018-01-01 01:36:09",285,"Broadway & E 14 St",40.73454567,-73.99074142,265,"Stanton St & Chrystie St",40.72229346,-73.99147535,18595,"Annual Membership","Subscriber",1999,1
250,"2018-01-01 01:30:26","2018-01-01 01:34:37",319,"Fulton St & Broadway",40.711066,-74.009447,426,"West St & Chambers St",40.71754834,-74.01322069,31465,"Annual Membership","Subscriber",1959,2
823,"2018-01-01 01:31:02","2018-01-01 01:44:45",334,"W 20 St & 7 Ave",40.74238787,-73.99726235,479,"9 Ave & W 45 St",40.76019252,-73.9912551,32674,"Annual Membership","Subscriber",1978,1
1049,"2018-01-01 01:31:15","2018-01-01 01:48:45",284,"Greenwich Ave & 8 Ave",40.7390169121,-74.0026376103,167,"E 39 St & 3 Ave",40.7489006,-73.97604882,32600,"Annual Membership","Subscriber",1971,1
